,Element,Wavelength,n,k
700,Al,0.32628,0.31474,3.9165
701,Al,0.36466,0.39877,4.3957
702,Al,0.41328,0.52135,5.0008
703,Al,0.4428,0.6079,5.3676
704,Al,0.47687,0.7278,5.7781
705,Al,0.5166,0.8734,6.2418
706,Al,0.56357,1.0728,6.7839
707,Al,0.61993,1.366,7.4052
708,Al,0.65225,1.5724,7.7354
709,Al,0.68881,1.8301,8.0601
710,Al,0.72932,2.1606,8.3565
711,Al,0.77491,2.6154,8.4914
712,Al,0.79478,2.7675,8.3866
713,Al,0.81569,2.7668,8.2573
714,Al,0.83774,2.6945,8.1878
715,Al,0.88561,2.2802,8.1134
716,Al,0.91166,1.9739,8.3058
717,Al,0.93928,1.6784,8.597
718,Al,0.96863,1.4867,9.0655
719,Al,0.99988,1.4359,9.4939
720,Al,1.0332,1.3998,9.8914
721,Al,1.1271,1.3281,10.969
722,Al,1.2399,1.3157,12.245
723,Al,1.3776,1.3899,13.784
724,Al,1.5498,1.5782,15.656
725,Al,1.7712,1.9205,17.991
726,Al,2.0664,2.4738,20.982
727,Al,2.4797,3.3372,25.004
728,Al,2.7552,3.938,27.58
729,Al,3.0996,4.7097,30.737
730,Al,3.2628,5.0735,32.183
731,Al,3.444,5.4903,33.814
732,Al,3.6466,5.9564,35.608
733,Al,3.8745,6.4808,37.595
734,Al,4.1328,7.0796,39.826
735,Al,4.428,7.7757,42.367
736,Al,4.7687,8.5881,45.257
737,Al,5.166,9.558,48.593
738,Al,5.6357,10.742,52.518
739,Al,6.1993,12.195,57.156
740,Al,6.8881,14.088,62.841
741,Al,7.7491,16.755,69.857
742,Al,8.8561,20.837,78.274
743,Al,10.332,26.216,88.197
744,Al,12.399,33.519,101.28
745,Al,13.776,38.461,108.96
746,Al,15.498,43.775,118.39
747,Al,17.712,50.951,129.49
748,Al,19.075,54.413,136.09
749,Al,20.664,58.58,144.23
750,Al,22.543,63.554,153.45
751,Al,24.797,68.535,164.81
752,Al,27.552,75.748,181.78
753,Al,30.996,91.955,199.99
754,Al,33.333,102.1,208.1
755,Al,44.444,140.05,243.43
756,Al,57.144,177.93,275.34
757,Al,66.666,202.63,295.42
758,Al,80.001,233.56,321.08
759,Al,99.996,274.38,354.35
760,Al,137.76,339.62,408.92
761,Al,153.85,364.04,429.62
762,Al,177.12,397.93,458.5
763,Au,0.1879,1.28,1.188
764,Au,0.1916,1.32,1.203
765,Au,0.1953,1.34,1.226
766,Au,0.1993,1.33,1.251
767,Au,0.2033,1.33,1.277
768,Au,0.2073,1.3,1.304
769,Au,0.2119,1.3,1.35
770,Au,0.2164,1.3,1.387
771,Au,0.2214,1.3,1.427
772,Au,0.2262,1.31,1.46
773,Au,0.2313,1.3,1.497
774,Au,0.2371,1.32,1.536
775,Au,0.2426,1.32,1.577
776,Au,0.249,1.33,1.631
777,Au,0.2551,1.33,1.688
778,Au,0.2616,1.35,1.749
779,Au,0.2689,1.38,1.803
780,Au,0.2761,1.43,1.847
781,Au,0.2844,1.47,1.869
782,Au,0.2924,1.49,1.878
783,Au,0.3009,1.53,1.889
784,Au,0.3107,1.53,1.893
785,Au,0.3204,1.54,1.898
786,Au,0.3315,1.48,1.883
787,Au,0.3425,1.48,1.871
788,Au,0.3542,1.5,1.866
789,Au,0.3679,1.48,1.895
790,Au,0.3815,1.46,1.933
791,Au,0.3974,1.47,1.952
792,Au,0.4133,1.46,1.958
793,Au,0.4305,1.45,1.948
794,Au,0.4509,1.38,1.914
795,Au,0.4714,1.31,1.849
796,Au,0.4959,1.04,1.833
797,Au,0.5209,0.62,2.081
798,Au,0.5486,0.43,2.455
799,Au,0.5821,0.29,2.863
800,Au,0.6168,0.21,3.272
801,Au,0.6595,0.14,3.697
802,Au,0.7045,0.13,4.103
803,Au,0.756,0.14,4.542
804,Au,0.8211,0.16,5.083
805,Au,0.892,0.17,5.663
806,Au,0.984,0.22,6.35
807,Au,1.088,0.27,7.15
808,Au,1.216,0.35,8.145
809,Au,1.393,0.43,9.519
810,Au,1.61,0.56,11.21
811,Au,1.937,0.92,13.78
812,Au2,0.2066,1.243,1.151
813,Au2,0.2101,1.235,1.182
814,Au2,0.2138,1.231,1.21
815,Au2,0.2175,1.225,1.245
816,Au2,0.2214,1.227,1.279
817,Au2,0.2254,1.228,1.311
818,Au2,0.2296,1.226,1.346
819,Au2,0.2339,1.228,1.381
820,Au2,0.2384,1.23,1.415
821,Au2,0.2431,1.231,1.458
822,Au2,0.248,1.235,1.502
823,Au2,0.253,1.248,1.555
824,Au2,0.2583,1.266,1.607
825,Au2,0.2638,1.291,1.657
826,Au2,0.2695,1.321,1.71
827,Au2,0.2755,1.374,1.757
828,Au2,0.2818,1.427,1.78
829,Au2,0.2883,1.473,1.792
830,Au2,0.2952,1.504,1.798
831,Au2,0.3024,1.536,1.813
832,Au2,0.31,1.571,1.83
833,Au2,0.3179,1.615,1.83
834,Au2,0.3263,1.655,1.816
835,Au2,0.3351,1.668,1.778
836,Au2,0.3444,1.642,1.751
837,Au2,0.3542,1.61,1.755
838,Au2,0.3647,1.59,1.78
839,Au2,0.3757,1.576,1.801
840,Au2,0.3875,1.568,1.824
841,Au2,0.3999,1.569,1.839
842,Au2,0.4133,1.559,1.825
843,Au2,0.4275,1.53,1.811
844,Au2,0.4428,1.486,1.797
845,Au2,0.4592,1.457,1.736
846,Au2,0.4769,1.266,1.56
847,Au2,0.4959,0.8564,1.629
848,Au2,0.5166,0.502,1.853
849,Au2,0.5391,0.329,2.249
850,Au2,0.5636,0.2452,2.569
851,Au2,0.5904,0.1823,2.88
852,Au2,0.6199,0.1357,3.204
853,Au2,0.6525,0.1091,3.529
854,Au2,0.6888,0.08524,3.871
855,Au2,0.7293,0.07661,4.242
856,Au2,0.7749,0.07883,4.63
857,Au2,0.8266,0.08019,5.05
858,Au2,0.8856,0.087,5.517
859,Au2,0.9537,0.0944,6.038
860,Au2,1.033,0.1018,6.633
861,Au2,1.127,0.1098,7.332
862,Au2,1.24,0.1351,8.142
863,Au2,1.305,0.1324,8.613
864,Au2,1.378,0.1488,9.141
865,Au2,1.459,0.1677,9.72
866,Au2,1.55,0.1898,10.35
867,Au2,1.653,0.1864,11.08
868,Au2,1.771,0.2159,11.93
869,Au2,1.907,0.2514,12.89
870,Au2,2.254,0.3542,15.3
871,Au2,2.48,0.4296,16.86
872,Au2,2.755,0.5293,18.72
873,Au2,3.1,0.5591,21.09
874,Au2,3.542,0.7358,24.2
875,Au2,4.133,1.004,28.27
876,Au2,4.959,1.448,33.95
877,Au2,6.199,2.264,42.43
878,Au2,8.266,4.018,56.47
879,Au2,12.4,8.964,84.09
880,Be,0.24797,1.6444,2.9702
881,Be,0.25494,1.7278,3.0024
882,Be,0.26212,1.8112,3.0308
883,Be,0.26949,1.8942,3.0554
884,Be,0.27707,1.9763,3.0766
885,Be,0.28487,2.0573,3.0944
886,Be,0.29288,2.1368,3.1091
887,Be,0.30112,2.2147,3.121
888,Be,0.3096,2.2907,3.1302
889,Be,0.31831,2.3646,3.1372
890,Be,0.32726,2.4362,3.142
891,Be,0.33647,2.5055,3.145
892,Be,0.34594,2.5723,3.1464
893,Be,0.35567,2.6366,3.1466
894,Be,0.36568,2.6983,3.1456
895,Be,0.37596,2.7574,3.1439
896,Be,0.38654,2.8139,3.1415
897,Be,0.39742,2.8678,3.1388
898,Be,0.4086,2.919,3.1358
899,Be,0.42009,2.9677,3.1328
900,Be,0.43191,3.0138,3.13
901,Be,0.44406,3.0574,3.1275
902,Be,0.45656,3.0984,3.1255
903,Be,0.4694,3.137,3.1241
904,Be,0.48261,3.1731,3.1235
905,Be,0.49619,3.2068,3.1238
906,Be,0.51015,3.2381,3.125
907,Be,0.5245,3.267,3.1275
908,Be,0.53926,3.2937,3.1312
909,Be,0.55443,3.318,3.1362
910,Be,0.57003,3.34,3.1427
911,Be,0.58606,3.3597,3.1508
912,Be,0.60255,3.3772,3.1606
913,Be,0.6195,3.3924,3.1723
914,Be,0.63693,3.4054,3.1858
915,Be,0.65485,3.4161,3.2013
916,Be,0.67328,3.4246,3.2191
917,Be,0.69222,3.4308,3.239
918,Be,0.7117,3.4348,3.2614
919,Be,0.73172,3.4366,3.2863
920,Be,0.75231,3.436,3.3139
921,Be,0.77347,3.4332,3.3443
922,Be,0.79523,3.4282,3.3777
923,Be,0.81761,3.4209,3.4142
924,Be,0.84061,3.4113,3.454
925,Be,0.86426,3.3994,3.4973
926,Be,0.88857,3.3853,3.5442
927,Be,0.91357,3.369,3.5951
928,Be,0.93928,3.3505,3.6499
929,Be,0.9657,3.3298,3.7091
930,Be,0.99287,3.307,3.7728
931,Be,1.0208,3.2822,3.8412
932,Be,1.0495,3.2554,3.9145
933,Be,1.0791,3.2268,3.9931
934,Be,1.1094,3.1964,4.077
935,Be,1.1406,3.1644,4.1666
936,Be,1.1727,3.1309,4.262
937,Be,1.2057,3.0961,4.3635
938,Be,1.2396,3.0602,4.4712
939,Be,1.2745,3.0233,4.5854
940,Be,1.3104,2.9856,4.7062
941,Be,1.3472,2.9474,4.8338
942,Be,1.3851,2.9089,4.9683
943,Be,1.4241,2.8702,5.1099
944,Be,1.4642,2.8316,5.2586
945,Be,1.5054,2.7933,5.4145
946,Be,1.5477,2.7555,5.5777
947,Be,1.5913,2.7183,5.7482
948,Be,1.636,2.682,5.9262
949,Be,1.6821,2.6466,6.1116
950,Be,1.7294,2.6125,6.3045
951,Be,1.778,2.5796,6.5049
952,Be,1.8281,2.5481,6.7128
953,Be,1.8795,2.518,6.9283
954,Be,1.9324,2.4896,7.1515
955,Be,1.9867,2.4629,7.3823
956,Be,2.0426,2.4379,7.6208
957,Be,2.1001,2.4147,7.8671
958,Be,2.1592,2.3934,8.1213
959,Be,2.2199,2.374,8.3835
960,Be,2.2824,2.3565,8.6537
961,Be,2.3466,2.341,8.932
962,Be,2.4126,2.3276,9.2186
963,Be,2.4805,2.3163,9.5136
964,Be,2.5503,2.307,9.8172
965,Be,2.6221,2.3,10.129
966,Be,2.6958,2.2951,10.451
967,Be,2.7717,2.2924,10.781
968,Be,2.8497,2.2921,11.12
969,Be,2.9298,2.294,11.469
970,Be,3.0123,2.2984,11.827
971,Be,3.097,2.3052,12.195
972,Be,3.1841,2.3145,12.573
973,Be,3.2737,2.3264,12.962
974,Be,3.3658,2.3409,13.361
975,Be,3.4605,2.3582,13.77
976,Be,3.5579,2.3783,14.191
977,Be,3.658,2.4013,14.623
978,Be,3.7609,2.4273,15.067
979,Be,3.8667,2.4564,15.522
980,Be,3.9755,2.4888,15.99
981,Be,4.0873,2.5246,16.47
982,Be,4.2023,2.5638,16.963
983,Be,4.3206,2.6068,17.468
984,Be,4.4421,2.6535,17.988
985,Be,4.5671,2.7041,18.521
986,Be,4.6956,2.7589,19.068
987,Be,4.8277,2.8181,19.629
988,Be,4.9635,2.8817,20.205
989,Be,5.1032,2.9501,20.796
990,Be,5.2468,3.0234,21.403
991,Be,5.3944,3.1019,22.026
992,Be,5.5461,3.1858,22.665
993,Be,5.7022,3.2754,23.32
994,Be,5.8626,3.371,23.992
995,Be,6.0275,3.4728,24.682
996,Be,6.1971,3.5811,25.39
997,Be,6.3715,3.6963,26.116
998,Be,6.5507,3.8187,26.86
999,Be,6.735,3.9487,27.624
1000,Be,6.9245,4.0866,28.406
1001,Be,7.1193,4.2328,29.209
1002,Be,7.3196,4.3877,30.032
1003,Be,7.5256,4.5517,30.876
1004,Be,7.7373,4.7254,31.74
1005,Be,7.955,4.9091,32.627
1006,Be,8.1788,5.1034,33.535
1007,Be,8.4089,5.3087,34.465
1008,Be,8.6455,5.5256,35.418
1009,Be,8.8887,5.7546,36.395
1010,Be,9.1388,5.9964,37.394
1011,Be,9.3959,6.2515,38.418
1012,Be,9.6603,6.5205,39.466
1013,Be,9.9321,6.8041,40.539
1014,Be,10.212,7.1029,41.636
1015,Be,10.499,7.4177,42.759
1016,Be,10.794,7.7492,43.908
1017,Be,11.098,8.098,45.083
1018,Be,11.41,8.4651,46.283
1019,Be,11.731,8.851,47.511
1020,Be,12.061,9.2568,48.765
1021,Be,12.401,9.6831,50.046
1022,Be,12.749,10.131,51.355
1023,Be,13.108,10.601,52.69
1024,Be,13.477,11.094,54.053
1025,Be,13.856,11.611,55.444
1026,Be,14.246,12.154,56.862
1027,Be,14.647,12.722,58.308
1028,Be,15.059,13.317,59.782
1029,Be,15.482,13.94,61.283
1030,Be,15.918,14.592,62.812
1031,Be,16.366,15.274,64.368
1032,Be,16.826,15.986,65.952
1033,Be,17.3,16.73,67.562
1034,Be,17.786,17.506,69.199
1035,Be,18.287,18.316,70.863
1036,Be,18.801,19.161,72.552
1037,Be,19.33,20.041,74.267
1038,Be,19.874,20.957,76.007
1039,Be,20.433,21.91,77.772
1040,Be,21.008,22.902,79.561
1041,Be,21.599,23.932,81.373
1042,Be,22.207,25.001,83.208
1043,Be,22.832,26.111,85.066
1044,Be,23.474,27.261,86.944
1045,Be,24.134,28.454,88.844
1046,Be,24.813,29.688,90.763
1047,Be,25.512,30.965,92.701
1048,Be,26.229,32.284,94.658
1049,Be,26.967,33.648,96.631
1050,Be,27.726,35.054,98.622
1051,Be,28.506,36.505,100.63
1052,Be,30.133,39.54,104.68
1053,Be,30.98,41.123,106.73
1054,Be,31.852,42.751,108.79
1055,Be,32.748,44.423,110.86
1056,Be,33.67,46.139,112.94
1057,Be,34.617,47.899,115.03
1058,Be,35.591,49.702,117.13
1059,Be,36.592,51.548,119.24
1060,Be,37.622,53.437,121.36
1061,Be,38.68,55.369,123.48
1062,Be,39.768,57.342,125.61
1063,Be,40.887,59.356,127.75
1064,Be,42.038,61.411,129.89
1065,Be,43.22,63.506,132.04
1066,Be,44.436,65.641,134.19
1067,Be,45.686,67.814,136.35
1068,Be,46.972,70.025,138.51
1069,Be,48.293,72.273,140.68
1070,Be,49.652,74.558,142.85
1071,Be,51.049,76.879,145.03
1072,Be,52.485,79.235,147.21
1073,Be,53.962,81.626,149.39
1074,Be,55.48,84.05,151.59
1075,Be,57.041,86.508,153.78
1076,Be,58.646,88.998,155.99
1077,Be,60.296,91.521,158.2
1078,Be,61.992,94.075,160.42
1079,Li,0.326,0.338,1.4
1080,Li,0.335,0.329,1.45
1081,Li,0.344,0.32,1.5
1082,Li,0.354,0.311,1.55
1083,Li,0.365,0.301,1.61
1084,Li,0.376,0.292,1.66
1085,Li,0.387,0.281,1.72
1086,Li,0.4,0.273,1.78
1087,Li,0.413,0.263,1.84
1088,Li,0.428,0.255,1.9
1089,Li,0.443,0.244,1.99
1090,Li,0.459,0.235,2.08
1091,Li,0.477,0.225,2.19
1092,Li,0.496,0.214,2.33
1093,Li,0.517,0.209,2.43
1094,Li,0.539,0.202,2.58
1095,Li,0.564,0.199,2.69
1096,Li,0.59,0.194,2.86
1097,Li,0.62,0.191,3.04
1098,Li,0.653,0.19,3.22
1099,Li,0.689,0.191,3.42
1100,Li,0.729,0.194,3.62
1101,Li,0.775,0.197,3.88
1102,Li,0.827,0.204,4.14
1103,Li,0.886,0.216,4.43
1104,Li,0.954,0.229,4.81
1105,Li,1.033,0.251,5.2
1106,Li,1.127,0.278,5.7
1107,Li,1.24,0.319,6.28
1108,Li,1.378,0.371,6.98
1109,Li,1.55,0.436,7.87
1110,Li,1.771,0.53,8.99
1111,Li,2.066,0.663,10.5
1112,Mo,0.667,3.736186,3.591222
1113,Mo,0.714,3.8159832,3.5417088
1114,Mo,0.769,3.7771262,3.4266289
1115,Mo,0.833,3.4879914,3.2991627
1116,Mo,0.909,2.9807157,3.4956418
1117,Mo,1.05,2.3419619,4.3245235
1118,Mo,1.11,2.1691522,4.7136001
1119,Mo,1.18,2.0338468,5.1486289
1120,Mo,1.25,1.9061057,5.6230394
1121,Mo,1.33,1.7797564,6.1751066
1122,Mo,1.43,1.7014062,6.7993804
1123,Mo,1.54,1.6167352,7.4926629
1124,Mo,1.67,1.5124883,8.2838453
1125,Mo,1.82,1.4476138,9.2513402
1126,Mo,2.11,1.3419643,11.06412
1127,Mo,2.22,1.324614,11.821314
1128,Mo,2.35,1.335824,12.667669
1129,Mo,2.5,1.3719253,13.607095
1130,Mo,2.67,1.4347181,14.654142
1131,Mo,2.86,1.5147128,15.828837
1132,Mo,3.08,1.6006395,17.177196
1133,Mo,3.33,1.729625,18.769452
1134,Mo,3.64,1.9643186,20.649783
1135,Mo,4.44,2.714248,25.500166
1136,Mo,5.71,4.3080595,32.92614
1137,Mo,6.67,5.7374219,38.275608
1138,Mo,11.1,14.599652,61.094152
1139,Mo,12.5,17.948846,67.549462
1140,Mo,14.3,22.52774,75.010773
1141,Mo,16.7,28.406166,84.122793
1142,Mo,22.2,42.092997,102.66741
1143,Mo,28.6,57.122067,120.35199
1144,Mo,33.3,67.891603,131.81545
1145,Mo,44.4,91.33097,154.08616
1146,Mo,57.1,114.9495,173.65334
1147,Mo,66.7,129.77236,186.39648
1148,Nb,0.4,1.5,2.99
1149,Nb,0.42,1.61,2.95
1150,Nb,0.44,1.91,2.98
1151,Nb,0.48,2.02,3.04
1152,Nb,0.5,2.13,3.07
1153,Nb,0.52,2.2,3.08
1154,Nb,0.54,2.23,3.15
1155,Nb,0.56,2.29,3.17
1156,Nb,0.58,2.29,3.23
1157,Nb,0.6,2.27,3.25
1158,Nb,0.62,2.28,3.25
1159,Nb,0.64,2.27,3.3
1160,Nb,0.66,2.27,3.36
1161,Nb,0.68,2.23,3.38
1162,Nb,0.7,2.22,3.41
1163,Nb,0.72,2.17,3.44
1164,Nb,0.74,2.13,3.47
1165,Nb,0.76,2.11,3.62
1166,Nb,0.78,2.06,3.72
1167,Nb,0.8,2.05,3.85
1168,Nb,0.82,2.01,3.9
1169,Nb,0.85,1.92,4.06
1170,Nb,0.88,1.86,4.16
1171,Nb,0.9,1.83,4.32
1172,Nb,0.92,1.8,4.41
1173,Nb,0.95,1.71,4.62
1174,Nb,0.98,1.71,4.8
1175,Nb,1.05,1.59,5.37
1176,Nb,1.1,1.52,5.66
1177,Nb,1.2,1.43,6.31
1178,Nb,1.3,1.38,7.04
1179,Nb,1.4,1.35,7.64
1180,Nb,1.5,1.39,8.24
1181,Nb,1.6,1.48,8.96
1182,Nb,1.7,1.49,9.61
1183,Nb,1.8,1.68,10.3
1184,Nb,2.1,1.83,12.2
1185,Nb,2.2,2.26,13.1
1186,Nb,2.3,2.33,13.6
1187,Nb,2.5,2.4,14.4
1188,Nb,2.6,2.58,15.3
1189,Nb,2.8,3.17,16.3
1190,Nb,3.5,4.55,19.8
1191,Nb,4.22,5.79,23.4
1192,Nb,4.5,6.72,25.1
1193,Nb,4.7,7.46,26.8
1194,Nb,5.5,9.2,29.6
1195,Nb,6.2,10.7,32.7
1196,Nb,6.5,11.5,33.9
1197,Nb,6.8,12.5,34.8
1198,Nb,7.5,15.1,37.4
1987,Si1,0.25,1.665,3.665
1988,Si1,0.26,1.757,4.084
1989,Si1,0.27,2.068,4.68
1990,Si1,0.28,2.959,5.287
1991,Si1,0.29,4.356,5.286
1992,Si1,0.3,4.976,4.234
1993,Si1,0.31,5.121,3.598
1994,Si1,0.32,5.112,3.303
1995,Si1,0.33,5.195,3.1
1996,Si1,0.34,5.301,2.977
1997,Si1,0.35,5.494,2.938
1998,Si1,0.36,6.026,2.966
1999,Si1,0.37,6.891,2.171
2000,Si1,0.38,6.616,0.946
2001,Si1,0.39,6.039,0.445
2002,Si1,0.4,5.613,0.296
2003,Si1,0.41,5.33,0.227
2004,Si1,0.42,5.119,0.176
2005,Si1,0.43,4.949,0.138
2006,Si1,0.44,4.812,0.107
2007,Si1,0.45,4.691,0.086302
2008,Si1,0.46,4.587,0.071381
2009,Si1,0.47,4.497,0.062086
2010,Si1,0.48,4.419,0.055004
2011,Si1,0.49,4.35,0.049131
2012,Si1,0.5,4.294,0.044165
2013,Si1,0.51,4.241,0.039367
2014,Si1,0.52,4.193,0.036415
2015,Si1,0.53,4.151,0.033108
2016,Si1,0.54,4.112,0.030295
2017,Si1,0.55,4.077,0.027968
2018,Si1,0.56,4.045,0.025758
2019,Si1,0.57,4.015,0.024131
2020,Si1,0.58,3.988,0.022524
2021,Si1,0.59,3.963,0.021081
2022,Si1,0.6,3.94,0.019934
2023,Si1,0.61,3.918,0.018446
2024,Si1,0.62,3.898,0.017367
2025,Si1,0.63,3.879,0.016444
2026,Si1,0.64,3.861,0.015432
2027,Si1,0.65,3.844,0.014431
2028,Si1,0.66,3.828,0.013498
2029,Si1,0.67,3.813,0.012743
2030,Si1,0.68,3.798,0.011905
2031,Si1,0.69,3.784,0.011201
2032,Si1,0.7,3.772,0.010528
2033,Si1,0.71,3.759,0.010057
2034,Si1,0.72,3.748,0.0096257
2035,Si1,0.73,3.737,0.0089461
2036,Si1,0.74,3.727,0.008362
2037,Si1,0.75,3.717,0.0078185
2038,Si1,0.76,3.708,0.007197
2039,Si1,0.77,3.699,0.0067402
2040,Si1,0.78,3.691,0.0063933
2041,Si1,0.79,3.683,0.005834
2042,Si1,0.8,3.675,0.0054113
2043,Si1,0.81,3.668,0.0049955
2044,Si1,0.82,3.661,0.0046134
2045,Si1,0.83,3.654,0.0042734
2046,Si1,0.84,3.647,0.0039439
2047,Si1,0.85,3.641,0.003612
2048,Si1,0.86,3.635,0.0032781
2049,Si1,0.87,3.63,0.0029839
2050,Si1,0.88,3.624,0.0026821
2051,Si1,0.89,3.619,0.0024293
